Species	Status
Irenesauripus_mclearni	extinct
Irenesauripus_occidentalis	extinct
Irenichnites	extinct
Irritator_challengeri	extinct
Isasicursor_santacrucensis	extinct
Ischioceratops_zhuchengensis	extinct
Isisaurus	extinct
Isisaurus_colberti	extinct
Itapeuasaurus_cajapioensis	extinct
Itemirus_medullaris	extinct
Iteravis	extinct
Itsukisauropus_izumiensis	extinct
Iyuku_raathi	extinct
Jaculinykus_yaruui	extinct
Jainosaurus_septentrionalis	extinct
Jakapil_kaniukura	extinct
Janavis_finalidens	extinct
Jaxartosaurus	extinct
Jaxartosaurus_aralensis	extinct
Jeholornis	extinct
Jeholornis_curvipes	extinct
Jeholornis_palmapenis	extinct
Jeholornis_prima	extinct
Jeholosaurus_shangyuanensis	extinct
Jeyawati_rugoculus	extinct
Jialingpus	extinct
Jianchangornis_microdonta	extinct
Jianchangosaurus_yixianensis	extinct
Jiangshanosaurus_lixianensis	extinct
Jiangxisaurus_ganzhouensis	extinct
Jiangxititan_ganzhouensis	extinct
Jianianhualong_tengi	extinct
Jibeinia_luanhera	extinct
Jinbeisaurus_wangi	extinct
Jindongornipes_kimi	extinct
Jinfengopteryx_elegans	extinct
Jinguofortis_perplexus	extinct
Jintasaurus_meniscus	extinct
Jinyunpelta_sinensis	extinct
Jinzhousaurus_yangi	extinct
Jiuquanornis_niui	extinct
Jixiangornis_orientalis	extinct
Judiceratops_tigris	extinct
Judinornis_nogontsavensis	extinct
Juehuaornis_zhangi	extinct
Junornis_houi	extinct
Jurabrontes	extinct
Kaijutitan_maui	extinct
Kalohipus_bretunensis	extinct
Kamuysaurus_japonicus	extinct
Kangnasaurus_coetzeei	extinct
Kansaignathus_sogdianus	extinct
Karongasaurus_gittelmani	extinct
Katepensaurus_goicoecheai	extinct
Kayentapus	extinct
Kazaklambia_convincens	extinct
Kelmayisaurus_petrolicus	extinct
Kelumapusaura_machi	extinct
Kerberosaurus_manakini	extinct
Khaan_mckennai	extinct
Khanazeem_saraikistani	extinct
Khetranisaurus_barkhani	extinct
Khinganornis	extinct
Khinganornis_hulunbuirensis	extinct
Khulsanurus_magnificus	extinct
Kinnareemimus_khonkaenensis	extinct
Kizylkumavis_cretacea	extinct
Kol_ghuva	extinct
Kompsornis_longicaudus	extinct
Kookne_yeutensis	extinct
Koreaceratops_hwaseongensis	extinct
Koreanaornis	extinct
Koreanaornis_dodsoni	extinct
Koreanaornis_hamanensis	extinct
Koreanornis_sinensis	extinct
Koreanosaurus_boseongensis	extinct
Koshisaurus_katsuyama	extinct
Kosmoceratops_richardsoni	extinct
Kritosaurus	extinct
Kritosaurus_navajovius	extinct
Kryptops_palaios	extinct
Kunbarrasaurus_ieversi	extinct
Kuru_kulla	extinct
Kurupi_itaata	extinct
Kuszholia	extinct
Kuszholia_mengi	extinct
Kuwajimasauropus	extinct
Labocania_anomala	extinct
Laevisoolithus_sochavai	extinct
Laevisuchus_indicus	extinct
Laiyangoolithus_lixiangensis	extinct
Laiyangosaurus_youngi	extinct
Lajasvenator_ascheriae	extinct
Lamarqueavis_australis	extinct
Lamarqueavis_minima	extinct
Lamarqueavis_petra	extinct
Lambeosaurus	extinct
Lambeosaurus_clavinitialis	extinct
Lambeosaurus_lambei	extinct
Lambeosaurus_magnicristatus	extinct
Lametasaurus_indicus	extinct
Lanzhousaurus_magnidens	extinct
Laornis_edvardsianus	extinct
Lapampasaurus_cholinoi	extinct
Laplatasaurus_araukanicus	extinct
Largirostrornis	extinct
Latenivenatrix_mcmasterae	extinct
Latirhinus_uitstlani	extinct
Lavocatisaurus_agrioensis	extinct
Leaellynasaura_amicagraphica	extinct
Lectavis_bretincola	extinct
Leinkupal_laticauda	extinct
Lenesornis_maltshevskyi	extinct
Leptoceratops	extinct
Leptoceratops_gracilis	extinct
Leptorhynchos	extinct
Leptorhynchos_elegans	extinct
Leptorhynchos_gaddisi	extinct
Leptosomus	extinct
Levnesovia_transoxiana	extinct
Liaoceratops_yanzigouensis	extinct
Liaoningornis_longidigitris	extinct
Liaoningosaurus_paradoxus	extinct
Liaoningotitan_sinensis	extinct
Liaoningvenator_curriei	extinct
